INSERT INTO osobe (id, ime, prezime, email, spol, slika, zivotopis)
VALUES ('91', 'Jeremy', 'Gomez', 'jgomez2i@zdnet.com', 'Male', 'https://robohash.org/porroeaqueipsum.bmp?size=50x50&set=set1', 'praesent blandit lacinia erat vestibulum sed magna at nunc commodo');
INSERT INTO osobe (id, ime, prezime, email, spol, slika, zivotopis)
VALUES ('92', 'Bonnie', 'Rogers', 'brogers2j@cbsnews.com', 'Female', 'https://robohash.org/voluptatesetaperiam.png?size=50x50&set=set1', 'sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel');
INSERT INTO osobe (id, ime, prezime, email, spol, slika, zivotopis)
VALUES ('93', 'Ronald', 'Ward', 'rward2k@unesco.org', 'Male', 'https://robohash.org/occaecativoluptatibuserror.jpg?size=50x50&set=set1', 'pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna');
INSERT INTO osobe (id, ime, prezime, email, spol, slika, zivotopis)
VALUES ('94', 'John', 'Tucker', 'jtucker2l@indiatimes.com', 'Male', 'https://robohash.org/dignissimosdelectusatque.png?size=50x50&set=set1', 'ut nulla sed accumsan felis ut at dolor quis odio consequat');
INSERT INTO osobe (id, ime, prezime, email, spol, slika, zivotopis)
VALUES ('95', 'Martha', 'Murray', 'mmurray2m@shop-pro.jp', 'Female', 'https://robohash.org/autrationedolores.png?size=50x50&set=set1', 'nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus');
INSERT INTO osobe (id, ime, prezime, email, spol, slika, zivotopis)
VALUES ('96', 'James', 'Baker', 'jbaker2n@gizmodo.com', 'Male', 'https://robohash.org/sequisintvelit.bmp?size=50x50&set=set1', 'proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque');
INSERT INTO osobe (id, ime, prezime, email, spol, slika, zivotopis)
VALUES ('97', 'Julia', 'Carroll', 'jcarroll2o@google.ru', 'Female', 'https://robohash.org/placeatnontenetur.jpg?size=50x50&set=set1', 'est risus auctor sed tristique in tempus sit amet sem fusce consequat');
INSERT INTO osobe (id, ime, prezime, email, spol, slika, zivotopis)
VALUES ('98', 'Amanda', 'Parker', 'aparker2p@cam.ac.uk', 'Female', 'https://robohash.org/vitaeutnihil.bmp?size=50x50&set=set1', 'pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in');
INSERT INTO osobe (id, ime, prezime, email, spol, slika, zivotopis)
VALUES ('99', 'Tammy', 'Schmidt', 'tschmidt2q@npr.org', 'Female', 'https://robohash.org/nihilbeataeipsum.jpg?size=50x50&set=set1', 'nisl aenean lectus pellentesque eget nunc donec quis orci eget');
INSERT INTO osobe (id, ime, prezime, email, spol, slika, zivotopis)
VALUES ('100', 'Patrick', 'Lawson', 'plawson2r@sakura.ne.jp', 'Male', 'https://robohash.org/sedconsequaturquidem.png?size=50x50&set=set1', 'nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu');
